memberId,amount,merchant,date
6,17438,CGV,2025-06-20
7,16349,런던베이글,2025-08-23
8,9394,CGV,2025-07-26
9,67583,코스트코,2025-07-02
10,6871,세븐일레븐,2025-08-18
1,6470,GS25,2025-08-24
2,8015,쿰베오,2025-06-18
3,13348,CGV,2025-07-15
4,84910,톡스앤필의원,2025-06-17
5,82236,오렌지주유소,2025-06-16
6,3250,더벤티,2025-07-25
7,4567,(주)에이비카페,2025-08-13
8,23822,롯데시네마,2025-07-17
9,107739,롯데월드,2025-06-21
10,13594,이마트,2025-08-26
1,5198,GS25,2025-06-01
2,3054,맥도날드,2025-07-31
3,11258,롯데시네마,2025-06-05
4,124515,톡스앤필의원,2025-07-02
5,62363,코스트코,2025-06-10
6,5960,(주)에이비카페,2025-06-07
7,176026,세인트존스호텔,2025-07-22
8,9882,세븐일레븐,2025-07-10
9,18446,롯데시네마,2025-06-26
10,27304,이마트,2025-07-02
1,52039,이마트,2025-06-26
2,13199,더벤티,2025-07-02
3,25802,이마트,2025-08-09
4,38380,톡스앤필의원,2025-06-01
5,101788,오렌지주유소,2025-07-10
6,47396,이마트,2025-07-24
7,5899,런던베이글,2025-06-19
8,9032,CGV,2025-06-30
9,19334,런던베이글,2025-07-18
10,11130,CGV,2025-08-04
1,13824,세븐일레븐,2025-08-15
2,18374,런던베이글,2025-06-17
3,18875,롯데시네마,2025-07-21
4,8664,(주)에이비카페,2025-07-05
5,15622,이마트,2025-08-14
6,10323,이마트,2025-07-30
7,6063,(주)에이비카페,2025-06-27
8,7783,GS25,2025-06-16
9,128964,롯데월드,2025-08-30
10,4128,(주)에이비카페,2025-07-12
1,11376,세븐일레븐,2025-07-16
2,5142,(주)에이비카페,2025-07-04
3,5563,(주)에이비카페,2025-07-22
4,25520,정약국,2025-07-02
5,2993,세븐일레븐,2025-06-18
6,10235,이마트,2025-06-29
7,29654,이마트,2025-08-20
8,5553,(주)에이비카페,2025-07-04
9,4413,런던베이글,2025-06-09
10,38273,이마트,2025-06-12
1,83538,코스트코,2025-06-16
2,28882,이마트,2025-08-13
3,20910,롯데시네마,2025-07-19
4,29494,코스트코,2025-06-24
5,39478,이마트,2025-06-05
6,12673,(주)에이비카페,2025-07-08
7,20867,런던베이글,2025-06-12
8,13540,이마트,2025-08-22
9,18199,런던베이글,2025-08-09
10,100298,오렌지주유소,2025-07-16
1,34469,이마트,2025-08-12
2,14281,런던베이글,2025-06-04
3,12318,롯데시네마,2025-07-06
4,8830,세븐일레븐,2025-08-14
5,8593,정약국,2025-08-24
6,10975,GS25,2025-06-08
7,11945,쿰베오,2025-07-20
8,3347,GS25,2025-08-15
9,23027,롯데시네마,2025-06-04
10,11508,(주)에이비카페,2025-08-12
1,4634,세븐일레븐,2025-08-03
2,8718,런던베이글,2025-06-12
3,114367,롯데월드,2025-08-07
4,136513,톡스앤필의원,2025-06-26
5,92009,오렌지주유소,2025-07-12
6,3538,세븐일레븐,2025-06-19
7,19020,쿰베오,2025-06-10
8,11353,GS25,2025-06-13
9,15870,롯데시네마,2025-06-21
10,12459,(주)에이비카페,2025-08-02
1,4173,GS25,2025-08-11
2,7866,더벤티,2025-08-15
3,41335,코스트코,2025-08-28
4,83595,톡스앤필의원,2025-08-29
5,104140,오렌지주유소,2025-08-12
6,119579,롯데월드,2025-08-18
7,11164,(주)에이비카페,2025-08-03
8,10979,세븐일레븐,2025-07-15
9,11335,쿰베오,2025-06-12
10,82213,오렌지주유소,2025-07-04
1,10219,세븐일레븐,2025-07-03
2,15852,쿰베오,2025-07-20
3,25832,롯데시네마,2025-07-23
4,121584,톡스앤필의원,2025-07-19
5,40629,이마트,2025-08-13
6,8988,런던베이글,2025-06-10
7,7845,쿰베오,2025-07-11
8,9842,이마트,2025-06-22
9,9039,런던베이글,2025-08-10
10,7528,정약국,2025-08-18
1,53756,코스트코,2025-08-23
2,7863,롯데리아,2025-06-13
3,13708,롯데시네마,2025-08-10
4,11642,(주)에이비카페,2025-07-07
5,45209,톡스앤필의원,2025-08-13
6,44944,코스트코,2025-07-17
7,56432,롯데월드,2025-08-24
8,20887,롯데시네마,2025-06-04
9,140812,세인트존스호텔,2025-07-31
10,89579,오렌지주유소,2025-07-31
1,18708,이마트,2025-08-09
2,11631,(주)에이비카페,2025-07-18
3,77719,세인트존스호텔,2025-07-30
4,102981,톡스앤필의원,2025-06-20
5,43945,오렌지주유소,2025-07-15
6,11623,더벤티,2025-08-15
7,5680,(주)에이비카페,2025-08-06
8,10504,GS25,2025-07-31
9,15571,CGV,2025-06-11
10,7281,이마트,2025-08-06
1,10882,롯데시네마,2025-07-28
2,5632,롯데리아,2025-06-25
3,6597,세븐일레븐,2025-08-27
4,167038,톡스앤필의원,2025-08-16
5,7839,이마트,2025-08-11
6,17923,카카오프렌즈,2025-08-06
7,3795,런던베이글,2025-08-19
8,18378,롯데시네마,2025-06-20
9,7350,맥도날드,2025-08-12
10,88889,오렌지주유소,2025-07-15
1,35564,코스트코,2025-08-02
2,15077,런던베이글,2025-07-06
3,17258,롯데시네마,2025-07-13
4,5279,(주)에이비카페,2025-07-05
5,39884,오렌지주유소,2025-07-09
6,181640,톡스앤필의원,2025-08-27
7,17023,이마트,2025-07-27
8,16806,CGV,2025-07-24
9,9561,CGV,2025-06-28
10,20109,정약국,2025-08-06
1,60704,코스트코,2025-06-21
2,18848,맥도날드,2025-08-07
3,3890,(주)에이비카페,2025-06-26
4,10714,정약국,2025-06-07
5,60121,오렌지주유소,2025-07-30
6,12932,CGV,2025-07-01
7,13435,(주)에이비카페,2025-07-31
8,18247,롯데시네마,2025-07-04
9,5008,(주)에이비카페,2025-07-20
10,15422,세븐일레븐,2025-06-28
1,55561,코스트코,2025-06-27
2,10765,(주)에이비카페,2025-08-27
3,71311,롯데월드,2025-08-16
4,11110,정약국,2025-07-10
5,73774,오렌지주유소,2025-07-19
6,13980,쿰베오,2025-07-30
7,14155,(주)에이비카페,2025-07-21
8,8277,롯데시네마,2025-08-24
9,15637,런던베이글,2025-08-16
10,42478,코스트코,2025-08-01
1,5839,세븐일레븐,2025-07-06
2,13492,(주)에이비카페,2025-06-20
3,18411,CGV,2025-08-16
4,122003,톡스앤필의원,2025-06-04
5,71167,오렌지주유소,2025-07-24
6,6361,카카오프렌즈,2025-08-13
7,8312,메가커피,2025-06-29
8,27423,CGV,2025-08-25
9,20300,롯데시네마,2025-08-24
10,4557,메가커피,2025-07-31
1,5708,세븐일레븐,2025-08-11
2,12965,쿰베오,2025-07-13
3,14397,CGV,2025-07-10
4,110854,톡스앤필의원,2025-08-14
5,2894,GS25,2025-08-21
6,11737,(주)에이비카페,2025-06-25
7,15691,런던베이글,2025-07-23
8,12900,세븐일레븐,2025-06-26
9,19711,롯데시네마,2025-08-31
10,2312,세븐일레븐,2025-08-20
1,16090,정약국,2025-06-01
2,8206,(주)에이비카페,2025-06-22
3,13136,CGV,2025-06-12
4,35207,이마트,2025-07-22
5,48892,코스트코,2025-06-05
6,64438,코스트코,2025-06-02
7,9375,메가커피,2025-08-26
8,131469,롯데월드,2025-08-28
9,11262,런던베이글,2025-07-20
10,34725,코스트코,2025-06-06
1,5662,세븐일레븐,2025-08-06
2,8308,더벤티,2025-08-27
3,19450,정약국,2025-08-02
4,68751,톡스앤필의원,2025-07-22
5,5099,세븐일레븐,2025-06-17
6,85845,세인트존스호텔,2025-06-22
7,7076,이마트,2025-08-21
8,42016,이마트,2025-08-16
9,1592258,은혜공인중개사무소,2025-06-03
10,2800,세븐일레븐,2025-07-19
1,5087,세븐일레븐,2025-06-20
2,13924,롯데리아,2025-07-09
3,12042,롯데시네마,2025-07-05
4,63814,톡스앤필의원,2025-06-14
5,51233,코스트코,2025-06-15
6,9809,더벤티,2025-06-26
7,19707,쿰베오,2025-07-16
8,15276,CGV,2025-08-10
9,15919,CGV,2025-08-01
10,4169,이마트,2025-06-12
1,76953,코스트코,2025-08-03
2,6616,맥도날드,2025-06-10
3,13151,CGV,2025-08-22
4,97447,톡스앤필의원,2025-06-07
5,18910,이마트,2025-07-08
6,12107,롯데리아,2025-06-15
7,15517,세븐일레븐,2025-06-02
8,67210,코스트코,2025-07-13
9,26410,롯데시네마,2025-07-05
10,3342,메가커피,2025-07-14
1,7264,세븐일레븐,2025-07-29
2,11102,(주)에이비카페,2025-08-01
3,11380,CGV,2025-08-29
4,5563,(주)에이비카페,2025-08-15
5,61373,코스트코,2025-06-24
6,10314,(주)에이비카페,2025-08-27
7,4111,메가커피,2025-08-02
8,7554,세븐일레븐,2025-06-09
9,12312,카카오프렌즈,2025-08-26
10,70841,코스트코,2025-08-12
